what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1338757161772
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338757162043
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1338757165285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757168437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757169068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338757185105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338757187968
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338757189351
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338757189797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757189846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757211676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757214954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757218571
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338757218618
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1338757228317
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1338757228502
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.next.member",1338757228702
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.previous.member",1338757229069
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.goto.previous.member",1338757229290
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1338757234785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757242280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757244349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1338757251125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757252150
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338757256161
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338757256791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757256903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757283360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338757283644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338757298768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757300785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1338757305357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338757305780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757308820
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338757320441
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338757321084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757326802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757346765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338757347651
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338757364359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757364818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757366023
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338757366449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757366593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757367642
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338757369257
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1338757371390
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338757372052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757372064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757401541
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338757409294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757410864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757447706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757450436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757496967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757498241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757499310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757499885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757595199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1338757599297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757601575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338757603844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757605004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757607447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757678974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1338757684429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338757686246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338757688232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338757692400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759428994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759445758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759464611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759476608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759477521
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1338759479568
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1338759479818
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1338759488731
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1338759489016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759502860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759504585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759507543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759518014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759556161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338759558571
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759561830
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759561933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759562204
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759562383
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759562555
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759562749
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1338759563103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338759564131
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759578260
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759578746
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759578909
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759579128
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759579215
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759579417
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759579574
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1338759579684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338759581041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759583628
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759590596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759592430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759594447
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1338759605609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1338759606843
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1338759608135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1338759609565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759609881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759647526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759654140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759665365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759679278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759680011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759680252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759691881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759692683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759695359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759743691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759758028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338759778457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338760036201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338760039595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338760042219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338760131720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1338760139412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338760140904
